# Class blue green red nir swir_1 swir_2 NDVI LAI MNDWI slope
0.000000 104.222221 275.555542 159.444443 44.666668 105.555557 95.444443 -0.563471 -0.219584 0.446327 6.126360
0.000000 544.222229 934.333313 971.000000 1647.555542 1178.222168 800.888916 0.256663 0.333990 -0.108824 4.311856
0.000000 1593.000000 2429.444336 2435.777832 1688.333374 1578.888916 1209.111084 -0.186855 -0.592424 0.217296 2.231827
0.000000 86.888885 191.777771 180.000000 85.333336 177.222229 142.555557 -0.356978 -0.199444 0.039669 2.357023
0.000000 120.777779 241.666672 211.000000 180.888885 273.888885 186.222229 -0.081379 -0.143873 -0.056798 7.453560
0.000000 63.444443 175.444443 102.555557 151.000000 198.111115 169.333328 0.190788 -0.075425 -0.060600 2.160604
0.000000 121.666664 102.555557 103.555557 93.777779 195.777771 152.111115 -0.050671 -0.127021 -0.313061 8.067631
0.000000 38.333332 115.000000 39.888889 28.666666 256.222229 209.444443 -0.164243 -0.128170 -0.379174 9.707495
0.000000 443.222229 727.444458 495.555542 139.666672 111.000000 90.333336 -0.560025 -0.446808 0.734887 6.648710
0.000000 193.555557 355.555542 191.111115 163.111115 435.666656 285.333344 -0.086912 -0.143739 -0.095166 4.248786
0.000000 580.777771 897.777771 941.555542 2975.555664 2729.555664 1763.444458 0.520027 1.171306 -0.505964 4.154542
0.000000 72.111115 210.888885 128.555557 186.555557 190.333328 141.777771 0.184176 -0.067640 0.051031 2.056922
0.000000 87.444443 202.666672 143.555557 109.888885 338.777771 279.555542 -0.133825 -0.147523 -0.245773 5.814562
0.000000 1340.888916 1765.111084 1967.111084 3484.111084 3932.333252 3012.888916 0.280997 0.782405 -0.382786 3.251094
0.000000 141.444443 400.444458 215.666672 763.222229 191.111115 153.777771 0.519418 0.328380 0.353203 14.460303
0.000000 101.222221 196.444443 131.111115 157.000000 308.777771 219.000000 0.085618 -0.095057 -0.214139 13.001177
0.000000 526.444458 867.111084 496.222229 81.111115 147.888885 115.777779 -0.719034 -0.530145 0.708595 2.084185
0.000000 203.777771 266.333344 149.333328 164.777771 362.555542 253.777771 0.046409 -0.103381 -0.138986 6.945892
0.000000 165.333328 218.333328 115.000000 117.888885 200.000000 142.111115 0.012443 -0.115266 0.043894 9.775662
0.000000 853.888916 1610.444458 1533.000000 1154.777832 1054.777832 712.666687 -0.142103 -0.363926 0.217652 3.333333
0.000000 387.000000 662.666687 441.666656 126.000000 164.333328 138.333328 -0.556692 -0.407180 0.602600 24.928415
0.000000 122.555557 116.666664 104.333336 81.777779 186.555557 148.222229 -0.122521 -0.138842 -0.231954 4.249183
0.000000 567.111084 1173.777832 814.777771 365.888885 210.666672 195.000000 -0.380185 -0.487065 0.695672 4.624121
0.000000 89.666664 184.777771 155.777771 131.888885 397.777771 274.555542 -0.099182 -0.138872 -0.330099 4.150404
0.000000 286.333344 593.222229 511.111115 317.666656 270.333344 214.777771 -0.234537 -0.273759 0.382741 18.462412
0.000000 221.222229 344.666656 387.111115 1219.666626 1062.555542 661.888916 0.515804 0.514813 -0.505879 4.430626
0.000000 53.000000 170.555557 100.333336 391.555542 343.000000 244.222229 0.535713 0.125422 -0.345404 4.864027
0.000000 347.444458 824.000000 507.555542 400.222229 373.444458 304.888885 -0.121671 -0.207793 0.385984 3.145710
0.000000 847.333313 1373.111084 1504.333374 1268.000000 891.666687 640.111084 -0.090110 -0.272778 0.226737 2.825837
0.000000 243.888885 606.555542 479.222229 261.333344 345.333344 271.888885 -0.294250 -0.292284 0.275892 12.374370
0.000000 264.111115 558.555542 498.333344 1034.000000 950.666687 619.333313 0.302358 0.270463 -0.230568 5.843373
0.000000 126.555557 295.888885 292.888885 2479.555664 1687.777832 924.111084 0.789254 1.370434 -0.702829 2.814567
0.000000 833.444458 1239.222168 1473.111084 2454.888916 2861.111084 2189.000000 0.252504 0.468843 -0.390052 3.356323
0.000000 491.666656 793.444458 920.000000 2297.444336 2292.444336 1578.444458 0.426631 0.763411 -0.484306 11.112457
0.000000 227.555557 342.000000 365.777771 171.777771 248.444443 193.555557 -0.360948 -0.282611 0.158495 6.454601
0.000000 205.444443 274.666656 223.222229 160.888885 256.666656 194.666672 -0.162482 -0.174612 0.034146 3.573728
0.000000 61.444443 72.444443 88.777779 93.000000 216.888885 184.333328 0.023277 -0.114244 -0.499236 10.112494
0.000000 112.888885 247.000000 199.000000 521.555542 477.777771 328.555542 0.452543 0.149758 -0.314049 5.496572
0.000000 588.222229 1035.888916 582.222229 113.000000 207.444443 155.666672 -0.675094 -0.579580 0.666481 3.759636
0.000000 95.777779 117.666664 66.333336 110.000000 203.000000 155.777771 0.247679 -0.077656 -0.266202 3.203286
0.000000 26.777779 57.111111 64.888885 35.111111 163.888885 129.333328 -0.297902 -0.144344 -0.482966 3.097585
0.000000 66.888885 122.888885 92.888885 320.111115 507.000000 335.888885 0.534983 0.077099 -0.575253 5.836060
0.000000 249.555557 760.555542 423.888885 159.555557 161.333328 144.000000 -0.453093 -0.338737 0.650003 4.926257
0.000000 52.111111 119.444443 96.555557 263.888885 549.222229 339.444458 0.336847 0.022553 -0.631017 8.632500
0.000000 260.222229 549.888916 255.666672 134.888885 245.333328 179.000000 -0.309591 -0.230429 0.384735 5.225090
0.000000 472.666656 769.333313 510.333344 227.555557 307.888885 230.000000 -0.384031 -0.380488 0.429636 2.196026
0.000000 276.000000 496.444458 519.666687 216.222229 282.333344 209.888885 -0.412627 -0.361668 0.275883 1.456289
0.000000 120.444443 173.222229 106.555557 156.666672 180.777771 144.111115 0.189743 -0.072182 -0.020971 7.776577
0.000000 314.555542 496.111115 272.666656 139.555557 249.222229 188.777771 -0.323095 -0.245858 0.331380 4.027246
0.000000 153.000000 205.666672 110.777779 87.666664 168.111115 122.333336 -0.116862 -0.139763 0.100742 6.014544
0.000000 265.777771 430.666656 327.555542 181.777771 308.888885 237.000000 -0.288293 -0.247852 0.168965 6.340842
0.000000 896.666687 1375.222168 738.000000 308.333344 468.444458 360.111115 -0.485013 -0.626510 0.505279 4.750329
0.000000 144.222229 190.777771 132.333328 68.666664 188.222229 147.333328 -0.318423 -0.176872 0.008322 3.093541
0.000000 186.111115 366.555542 211.333328 126.444443 179.333328 154.444443 -0.251450 -0.194793 0.343026 5.185639
0.000000 559.666687 957.777771 711.777771 592.666687 522.555542 373.777771 -0.100126 -0.220996 0.305388 7.935113
0.000000 30.777779 55.333332 46.000000 101.888885 316.000000 227.333328 0.373970 -0.068241 -0.702699 3.478305
0.000000 205.666672 332.000000 157.222229 68.555557 142.888885 111.333336 -0.395456 -0.202684 0.398538 3.380580
0.000000 475.333344 852.666687 743.000000 212.111115 238.333328 183.777771 -0.555854 -0.550405 0.563118 2.357023
0.000000 165.666672 233.666672 160.666672 134.888885 278.555542 193.777771 -0.093186 -0.141722 -0.080139 5.310930
0.000000 390.666656 608.222229 527.444458 759.444458 941.888916 636.777771 0.178619 0.072808 -0.206368 8.259151
0.000000 19.000000 55.222221 20.444445 33.111111 191.000000 139.666672 0.237816 -0.106563 -0.557334 6.118066
0.000000 102.000000 220.222229 143.666672 140.555557 382.888885 286.777771 -0.028544 -0.120921 -0.261327 3.835069
0.000000 142.777771 272.666656 182.555557 215.555557 434.222229 350.333344 0.079429 -0.088965 -0.219886 4.837087
0.000000 77.111115 190.444443 174.444443 277.666656 321.111115 230.666672 0.218554 -0.031329 -0.251154 11.944445
0.000000 945.444458 1453.666626 2080.888916 3367.222168 3823.666748 3164.444336 0.236119 0.502164 -0.449106 6.257678
0.000000 440.222229 727.777771 437.111115 168.888885 172.555557 130.777771 -0.444183 -0.373706 0.616662 7.539655
0.000000 48.222221 62.555557 53.666668 59.777779 188.888885 150.666672 0.043358 -0.112491 -0.503414 16.562107
0.000000 315.888885 597.222229 385.888885 234.111115 258.888885 215.333328 -0.252223 -0.252921 0.400059 4.658949
0.000000 402.111115 696.888916 318.111115 274.000000 352.888885 243.666672 -0.075244 -0.161553 0.330658 7.323788
0.000000 386.555542 586.888916 704.666687 2084.666748 2131.444336 1457.888916 0.495055 0.812934 -0.568387 6.488699
0.000000 475.333344 589.444458 156.666672 79.000000 185.777771 153.333328 -0.330697 -0.212253 0.520763 3.710152
0.000000 115.000000 139.555557 96.666664 162.444443 227.666672 140.777771 0.250053 -0.057840 -0.233668 4.670787
0.000000 45.333332 84.666664 61.222221 155.333328 399.555542 276.888885 0.424137 -0.034831 -0.636081 6.152009
0.000000 77.333336 140.000000 105.555557 134.333328 328.666656 226.888885 0.117718 -0.092468 -0.398700 4.750731
0.000000 48.222221 78.555557 85.222221 164.666672 379.222229 245.222229 0.284383 -0.048733 -0.643481 10.378686
0.000000 490.888885 717.222229 241.444443 79.000000 179.777771 147.111115 -0.507129 -0.305284 0.599011 7.288690
0.000000 345.777771 613.666687 256.222229 130.222229 366.333344 265.666656 -0.357551 -0.244354 0.268037 7.245211
0.000000 292.000000 440.666656 158.444443 131.333328 249.777771 203.444443 -0.104028 -0.145575 0.276868 8.344899
0.000000 483.111115 815.444458 554.444458 290.777771 501.333344 382.555542 -0.344907 -0.358454 0.247674 8.142696
0.000000 109.000000 246.666672 115.666664 71.333336 200.222229 172.777771 -0.237806 -0.158310 0.104336 10.412391
0.000000 174.333328 328.888885 137.888885 76.888885 220.444443 166.555557 -0.284422 -0.175492 0.198090 2.019651
0.000000 185.555557 282.111115 146.222229 82.777779 171.444443 140.888885 -0.278277 -0.177974 0.244281 21.874008
0.000000 493.222229 987.333313 925.222229 426.333344 416.777771 295.555542 -0.369802 -0.485432 0.411776 9.386181
0.000000 957.555542 1885.777832 1893.555542 696.333313 302.777771 236.555557 -0.462564 -0.846005 0.724680 17.989195
0.000000 485.444458 781.333313 860.222229 2676.888916 2694.444336 1826.444458 0.513548 1.039452 -0.550537 2.470226
0.000000 231.111115 418.111115 244.333328 344.666656 238.888885 183.111115 0.170335 -0.027947 0.272838 3.032228
0.000000 517.888916 944.111084 780.777771 658.333313 981.333313 802.333313 -0.138988 -0.225624 0.015443 29.487572
0.000000 191.000000 342.111115 233.777771 311.222229 896.777771 591.444458 0.131163 -0.050505 -0.447239 6.833109
0.000000 103.444443 209.555557 205.777771 375.333344 504.222229 357.888885 0.287201 0.023597 -0.401843 3.447281
0.000000 518.555542 761.777771 782.777771 330.111115 283.000000 263.888885 -0.406779 -0.485616 0.458392 0.000000
0.000000 373.000000 453.555542 430.555542 477.555542 564.000000 412.000000 0.036340 -0.077498 -0.101616 7.374512
0.000000 87.222221 64.777779 62.777779 50.111111 109.666664 84.444443 -0.112738 -0.129725 -0.256452 3.931779
0.000000 133.000000 149.666672 219.222229 131.222229 153.333328 134.333328 -0.251453 -0.194177 -0.011884 12.475541
0.000000 85.111115 84.444443 93.222221 113.333336 265.222229 209.111115 0.097100 -0.099871 -0.511367 5.404981
0.000000 269.111115 417.888885 208.555557 123.666664 217.555557 162.000000 -0.259291 -0.200048 0.316654 2.946278
0.000000 106.222221 122.888885 89.000000 85.333336 158.444443 124.333336 -0.020337 -0.121377 -0.127721 3.142697
0.000000 223.666672 290.000000 299.444458 135.000000 165.333328 128.222229 -0.377412 -0.262860 0.274308 24.748737
0.000000 162.555557 246.000000 201.222229 101.222221 215.333328 153.111115 -0.331901 -0.207659 0.075089 4.313381
0.000000 119.111115 86.111115 83.555557 43.555557 68.333336 61.000000 -0.317845 -0.155488 0.117062 0.000000
0.000000 113.555557 83.333336 77.888885 53.333332 104.111115 77.000000 -0.194853 -0.140967 -0.112708 0.000000
0.000000 131.222229 131.666672 109.000000 72.444443 156.333328 131.000000 -0.202059 -0.151936 -0.085759 11.512837
0.000000 99.333336 65.111115 53.333332 48.555557 118.555557 94.888885 -0.047666 -0.122491 -0.293055 0.000000
0.000000 122.222221 100.444443 92.111115 86.555557 166.555557 143.777771 -0.031563 -0.123166 -0.247356 5.748624
0.000000 118.222221 119.666664 167.333328 93.000000 163.888885 120.444443 -0.286145 -0.183847 -0.156348 6.063457
0.000000 91.777779 73.333336 75.000000 34.777779 82.000000 68.888885 -0.366862 -0.155136 -0.055857 0.832042
0.000000 123.333336 130.666672 70.555557 34.555557 125.777779 98.777779 -0.346706 -0.152158 0.019452 10.447466
0.000000 156.000000 191.777771 164.666672 78.777779 152.555557 119.555557 -0.353134 -0.196495 0.114023 4.346529
0.000000 126.666664 108.555557 135.111115 113.444443 169.333328 132.000000 -0.087101 -0.137649 -0.218774 3.721237
0.000000 127.111115 90.777779 83.111115 52.888889 73.333336 69.222221 -0.223227 -0.146479 0.105899 0.000000
0.000000 127.555557 137.000000 89.333336 54.333332 132.444443 103.333336 -0.246056 -0.150859 0.017646 12.128716
0.000000 142.777771 110.666664 102.555557 89.777779 127.000000 109.111115 -0.066660 -0.129996 -0.068476 0.000000
0.000000 131.000000 101.555557 92.111115 62.666668 76.000000 69.444443 -0.191724 -0.145650 0.145425 0.000000
0.000000 488.333344 724.666687 498.666656 144.333328 199.444443 156.777771 -0.551168 -0.456307 0.568412 6.780024
0.000000 385.000000 602.222229 297.888885 172.000000 373.333344 266.333344 -0.269257 -0.243516 0.235842 4.396941
0.000000 748.111084 1174.333374 953.666687 332.555542 453.333344 316.222229 -0.483922 -0.656102 0.448532 4.679525
0.000000 146.444443 255.333328 196.777771 606.111084 728.000000 440.888885 0.469223 0.218635 -0.468387 4.831599
0.000000 382.000000 531.333313 491.777771 681.666687 1153.111084 1055.888916 0.163074 0.041031 -0.357654 4.135094
0.000000 155.555557 233.888885 131.333328 122.777779 200.888885 150.333328 -0.033940 -0.125943 0.076551 13.437950
0.000000 265.666656 506.555542 284.555542 224.444443 249.888885 196.111115 -0.119510 -0.172750 0.340515 5.690966
0.000000 748.222229 1159.000000 767.555542 468.777771 394.555542 259.888885 -0.251718 -0.406489 0.493496 4.730140
0.000000 270.333344 397.111115 290.000000 88.666664 203.111115 159.888885 -0.532569 -0.303787 0.324675 6.829538
0.000000 310.111115 445.666656 181.555557 61.333332 151.555557 119.111115 -0.495203 -0.241221 0.492670 5.575338
