# Class blue green red nir swir_1 swir_2 NDVI LAI MNDWI slope
0.000000 465.111115 836.111084 680.111084 495.000000 216.777771 155.666672 -0.158154 -1.671554 0.588567 11.779977
0.000000 286.000000 403.000000 414.000000 913.000000 574.000000 399.000000 0.376036 3.484119 -0.175026 7.192782
0.000000 337.444458 497.333344 472.333344 1370.222168 825.777771 504.666656 0.487636 4.801693 -0.247397 10.834725
0.000000 250.555557 321.666656 270.444458 233.000000 135.222229 95.444443 -0.072811 39.018017 0.409027 11.611468
0.000000 280.666656 366.333344 309.888885 613.333313 390.777771 231.111115 0.324588 8.074647 -0.024761 3.217476
0.000000 326.777771 326.666656 213.777771 269.666656 219.000000 155.222229 0.115553 -0.680969 0.197205 5.145201
0.000000 549.333313 823.333313 1132.666626 2020.000000 2212.666748 1577.333374 0.282239 1.605205 -0.457690 2.601802
0.000000 746.333313 1202.666626 1109.000000 863.000000 607.666687 422.666656 -0.137717 -1.509164 0.362611 3.346659
0.000000 263.333344 370.333344 220.333328 237.333328 191.666672 129.000000 0.037115 -0.488292 0.317912 9.320335
0.000000 220.000000 229.000000 245.000000 337.000000 206.000000 128.000000 0.158076 5.148709 0.052874 1.317616
0.000000 200.333328 285.333344 227.000000 292.555542 190.000000 124.555557 0.125735 3.734645 0.200684 2.180246
0.000000 523.666687 854.000000 897.333313 341.666656 104.333336 79.000000 -0.448478 -2.915094 0.782285 0.000000
0.000000 210.333328 257.777771 202.666672 277.000000 167.777771 114.444443 0.154877 -17.383831 0.211366 3.196091
0.000000 256.666656 346.333344 306.333344 335.666656 182.666672 127.000000 0.045553 1.116821 0.309829 7.479677
0.000000 234.888885 294.888885 233.222229 331.888885 180.111115 112.888885 0.175102 15.111999 0.241317 21.362217
0.000000 265.888885 374.666656 406.111115 1010.000000 728.111084 423.555542 0.425586 3.638312 -0.317280 15.140728
0.000000 302.222229 419.777771 291.222229 320.111115 240.000000 164.111115 0.047156 -1.806802 0.272522 5.383381
0.000000 347.777771 413.666656 368.222229 389.222229 308.222229 228.777771 0.022533 2.550787 0.160941 3.090029
0.000000 220.000000 179.666672 142.333328 189.000000 135.000000 106.333336 0.140720 -0.813554 0.141618 0.196419
0.000000 176.222229 173.555557 155.555557 177.777771 135.111115 99.555557 0.065780 -1.170504 0.126104 0.000000
0.000000 396.333344 599.333313 514.000000 531.333313 337.333344 212.333328 0.012376 -0.044382 0.284735 1.926915
0.000000 214.000000 257.000000 274.000000 184.000000 86.000000 58.000000 -0.196507 -3.752152 0.498542 0.000000
0.000000 257.000000 353.333344 336.666656 1059.000000 529.888916 290.777771 0.516642 5.601807 -0.188943 2.579067
0.000000 398.666656 393.333344 195.000000 221.333328 162.666672 114.333336 0.063215 -0.265690 0.414744 4.384956
0.000000 274.666656 337.666656 294.333344 408.333344 239.666672 167.666672 0.162107 10.551852 0.171948 7.245770
0.000000 325.666656 434.000000 417.333344 579.000000 386.333344 259.666656 0.161304 2.144306 0.061625 8.389930
0.000000 283.666656 325.333344 333.666656 764.666687 304.666656 171.666672 0.387966 5.956902 0.034761 10.308590
0.000000 285.777771 364.333344 271.000000 440.555542 278.444458 169.333328 0.238506 18.417106 0.134033 8.700344
0.000000 853.666687 1370.666626 1317.000000 962.000000 673.666687 468.666656 -0.160394 -1.518045 0.354901 2.567400
0.000000 254.666672 366.000000 345.666656 329.000000 195.666672 125.000000 -0.025602 -0.446074 0.303933 6.334896
0.000000 518.888916 862.222229 834.555542 3611.777832 2910.222168 1453.666626 0.624611 5.194847 -0.542884 6.675638
0.000000 978.555542 1571.222168 1640.888916 1008.666687 205.777771 144.333328 -0.238718 -1.744781 0.768316 3.832639
0.000000 548.333313 890.000000 855.333313 747.666687 467.000000 294.666656 -0.082363 -0.857135 0.330404 5.210586
0.000000 419.000000 639.000000 756.000000 2444.000000 1924.000000 1138.000000 0.527500 3.859585 -0.501366 6.152009
0.000000 283.000000 381.111115 326.666656 364.333344 230.444443 154.444443 0.054581 1.628981 0.246492 5.914225
0.000000 365.000000 597.000000 556.000000 449.000000 246.000000 160.000000 -0.106468 -1.041047 0.416370 5.034603
0.000000 303.888885 325.333344 176.222229 226.666672 149.222229 108.888885 0.126699 -0.572334 0.371934 6.145519
0.000000 301.555542 389.888885 244.555557 283.111115 193.777771 132.111115 0.067461 2.375827 0.346929 9.355638
0.000000 378.000000 555.111084 520.666687 970.555542 686.444458 450.888885 0.307939 3.441306 -0.065000 3.322196
0.000000 219.000000 230.333328 194.666672 233.333328 193.333328 135.000000 0.090566 -1.574000 0.087543 0.000000
0.000000 178.333328 200.555557 182.111115 180.777771 124.444443 95.111115 -0.002225 -0.601374 0.235432 0.000000
0.000000 170.000000 169.666672 136.666672 178.000000 124.333336 111.333336 0.131196 -1.467570 0.154365 0.000000
0.000000 288.777771 370.444458 370.888885 757.222229 573.000000 378.000000 0.332499 4.385810 -0.187035 2.536290
0.000000 231.222229 317.888885 244.555557 352.222229 217.444443 139.333328 0.178797 0.232044 0.188527 5.092842
0.000000 248.000000 300.000000 256.000000 394.000000 204.000000 157.000000 0.212308 17.462423 0.190476 11.118053
0.000000 377.777771 556.111084 379.777771 455.888885 292.666656 220.444443 0.090097 5.751082 0.321561 2.368175
0.000000 408.000000 641.666687 818.333313 1706.333374 2541.000000 1559.333374 0.351909 2.146572 -0.596708 2.058914
0.000000 310.888885 416.666656 388.000000 625.333313 390.222229 245.000000 0.224102 3.189375 0.046815 3.108616
0.000000 140.111115 114.888885 117.555557 177.666672 132.111115 106.777779 0.206441 -2.412712 -0.069285 0.000000
0.000000 364.555542 552.777771 657.333313 738.777771 568.777771 426.222229 0.042805 0.146003 0.045273 4.591318
0.000000 227.666672 317.888885 281.222229 741.777771 395.666656 223.333328 0.427967 5.739042 -0.092518 3.384301
0.000000 217.333328 329.000000 373.888885 848.888916 516.333313 331.000000 0.387410 2.884035 -0.191683 5.802238
0.000000 284.666656 432.333344 384.000000 369.000000 247.666672 160.666672 -0.019302 -0.342969 0.271388 6.118021
0.000000 289.444458 364.222229 418.444458 665.000000 502.777771 327.555542 0.227215 2.230022 -0.147936 4.266683
0.000000 333.000000 522.000000 406.000000 397.000000 262.666656 165.333328 -0.013715 -0.498646 0.331128 3.931779
0.000000 186.222229 155.333328 152.444443 192.111115 118.222221 89.333336 0.115088 -1.394511 0.135196 12.727063
0.000000 362.777771 516.444458 464.777771 671.666687 346.222229 206.777771 0.175834 2.304555 0.207341 3.057611
0.000000 455.666656 682.666687 831.000000 2571.333252 2185.666748 1304.333374 0.511521 3.684633 -0.523993 3.309365
0.000000 421.333344 632.000000 683.333313 658.333313 487.000000 390.333344 -0.037690 -0.384153 0.190645 11.570820
0.000000 307.000000 374.666656 371.333344 656.000000 494.666656 322.333344 0.278862 5.189459 -0.136140 3.707008
0.000000 441.000000 661.444458 809.111084 3032.666748 2415.777832 1380.111084 0.578972 4.280200 -0.569824 19.086697
0.000000 188.666672 203.888885 175.222229 305.777771 194.777771 130.444443 0.272111 8.024226 0.030451 10.642684
0.000000 454.333344 751.333313 775.333313 3219.333252 2313.666748 1222.666626 0.611796 4.833377 -0.509732 2.762088
0.000000 283.333344 397.000000 311.666656 430.333344 197.333328 135.333328 0.160118 6.113240 0.336376 7.804346
0.000000 256.000000 349.333344 271.000000 437.333344 275.333344 186.000000 0.228810 -68.113629 0.134491 6.756028
0.000000 337.666656 534.666687 445.333344 557.000000 236.666672 149.333328 0.111382 1.330378 0.386567 14.178062
0.000000 286.666656 367.222229 310.333344 318.888885 159.888885 104.666664 0.012533 -1.495592 0.394051 6.126360
0.000000 318.000000 462.333344 428.666656 787.666687 447.222229 259.777771 0.295081 3.207810 0.021315 2.231827
0.000000 366.000000 550.000000 550.666687 500.333344 193.333328 123.333336 -0.047942 -0.548288 0.479787 4.311856
0.000000 249.666672 269.000000 233.666672 416.666656 227.666672 170.333328 0.279745 -66.499754 0.088257 2.160604
0.000000 204.000000 241.000000 233.000000 610.000000 309.000000 174.000000 0.447212 7.000925 -0.123636 7.453560
0.000000 229.000000 348.000000 274.000000 372.000000 190.000000 122.000000 0.151703 2.841633 0.293680 2.357023
0.000000 159.222229 154.777771 164.777771 296.888885 175.777771 115.444443 0.288377 27.424925 -0.069912 8.067631
0.000000 277.666656 407.000000 328.333344 219.333328 119.000000 81.666664 -0.198993 -10.857202 0.547877 6.648710
0.000000 240.000000 320.333344 361.333344 705.000000 420.666656 245.666672 0.322118 2.810125 -0.130337 4.248786
0.000000 348.000000 541.444458 544.000000 1457.111084 783.888916 409.000000 0.455469 3.793144 -0.176746 3.251094
0.000000 276.444458 395.333344 325.555542 455.111115 254.666672 166.888885 0.162442 4.235440 0.229574 9.707495
0.000000 353.777771 538.333313 518.444458 2337.444336 869.000000 501.111115 0.637206 5.770649 -0.223701 4.154542
0.000000 220.444443 259.222229 232.000000 526.888916 239.777771 150.444443 0.384783 10.047473 0.039405 2.056922
0.000000 262.333344 343.000000 295.222229 331.444458 186.888885 122.555557 0.057468 2.572906 0.294652 14.460303
0.000000 355.333344 554.000000 441.333344 421.666656 233.666672 170.000000 -0.022790 -0.568029 0.407369 5.814562
0.000000 240.444443 290.222229 270.000000 344.777771 188.333328 117.000000 0.113581 5.156808 0.218756 13.001177
0.000000 398.222229 574.666687 591.222229 557.666687 283.000000 187.555557 -0.030037 -0.396368 0.343070 2.084185
0.000000 392.777771 578.333313 630.444458 993.000000 1024.222168 713.000000 0.221358 1.700948 -0.251960 6.945892
0.000000 575.333313 874.333313 692.666687 612.333313 212.666672 145.333328 -0.061208 -1.697840 0.608826 24.928415
0.000000 560.666687 779.333313 442.666656 414.666656 164.666672 100.666664 -0.033355 0.105362 0.652422 9.775662
0.000000 314.000000 506.000000 552.000000 2830.000000 1928.000000 1053.000000 0.673566 5.321417 -0.584224 3.333333
0.000000 460.666656 760.333313 618.666687 626.111084 277.444458 196.555557 0.006154 -0.039180 0.464907 4.624121
0.000000 224.666672 318.444458 268.444458 352.111115 151.333328 106.111115 0.134964 2.626362 0.355824 18.462412
0.000000 160.000000 198.000000 214.000000 253.000000 142.000000 121.000000 0.083512 0.925654 0.164706 4.249183
0.000000 309.666656 418.666656 387.000000 650.666687 428.666656 280.000000 0.216919 2.990647 0.029551 4.150404
0.000000 370.000000 517.333313 553.000000 2168.111084 1296.777832 693.000000 0.594503 5.368520 -0.416967 4.430626
0.000000 323.777771 471.666656 443.111115 1211.777832 650.000000 394.000000 0.454772 4.941368 -0.118549 4.864027
0.000000 363.000000 599.000000 534.333313 584.000000 289.000000 195.666672 0.042593 0.281391 0.351653 3.145710
0.000000 290.000000 448.000000 365.000000 360.000000 166.000000 118.000000 -0.006897 -0.238279 0.459283 12.374370
0.000000 821.666687 1286.333374 1616.333374 1374.666626 602.000000 410.000000 -0.082376 -0.571219 0.380653 2.825837
0.000000 280.444458 343.111115 331.000000 502.111115 290.444458 177.333328 0.197727 3.774801 0.097175 5.843373
0.000000 554.000000 869.000000 892.333313 972.666687 877.000000 649.333313 0.039227 0.187930 0.003805 3.356323
0.000000 244.000000 340.666656 324.666656 2988.333252 1144.666626 498.666656 0.803980 7.638855 -0.541251 2.814567
0.000000 196.666672 227.666672 211.000000 442.333344 175.333328 99.666664 0.351312 12.158840 0.129332 11.112457
0.000000 336.555542 503.777771 623.777771 1382.000000 1295.222168 855.555542 0.376143 2.627788 -0.420165 6.454601
0.000000 350.000000 493.111115 610.555542 1662.222168 1990.222168 1146.777832 0.462479 3.410321 -0.602894 3.573728
0.000000 271.333344 284.666656 341.666656 336.333344 244.333328 188.666672 -0.007858 -0.254698 0.076246 10.112494
0.000000 288.333344 371.777771 380.222229 668.222229 465.000000 274.666656 0.262688 3.112936 -0.083675 5.496572
0.000000 228.333328 221.000000 180.000000 360.000000 149.333328 105.333336 0.333495 -6.365203 0.194954 3.203286
0.000000 439.666656 659.333313 574.888916 551.111084 290.111115 175.444443 -0.026156 -0.668262 0.395998 3.759636
0.000000 204.000000 232.333328 231.000000 339.666656 182.333328 116.666664 0.190389 4.966000 0.120923 3.097585
0.000000 269.000000 431.000000 284.666656 229.000000 172.000000 103.333336 -0.108364 -7.347270 0.429505 4.926257
0.000000 299.333344 430.333344 407.000000 1070.666626 599.666687 329.333344 0.438829 4.525970 -0.158801 8.632500
0.000000 299.666656 382.333344 303.666656 448.333344 236.000000 145.666672 0.191779 -13.204331 0.242739 5.225090
0.000000 305.444458 426.888885 393.333344 1082.000000 725.222229 389.888885 0.420680 5.750231 -0.186120 5.836060
0.000000 229.000000 253.666672 272.666656 345.333344 182.666672 122.666664 0.117465 2.459747 0.163860 1.456289
0.000000 261.666656 354.333344 299.333344 405.000000 246.333328 170.000000 0.150348 4.571257 0.181986 2.196026
0.000000 273.000000 333.111115 254.444443 354.444458 185.888885 126.000000 0.162010 -6.847463 0.286260 7.776577
0.000000 233.666672 293.000000 268.666656 355.000000 217.666672 140.666672 0.138184 3.511208 0.148618 6.014544
0.000000 230.000000 277.222229 220.444443 281.111115 237.888885 172.444443 0.120976 -5.036893 0.076582 6.340842
0.000000 302.333344 391.777771 380.777771 579.555542 438.777771 304.222229 0.198533 3.119425 -0.025741 4.027246
0.000000 509.111115 807.777771 593.333313 435.000000 188.333328 111.444443 -0.153728 -8.539377 0.621829 7.935113
0.000000 521.777771 718.555542 469.333344 334.888885 215.222229 140.666672 -0.168095 1.488966 0.539139 4.750329
0.000000 296.666656 377.222229 336.444458 457.666656 377.777771 256.666656 0.136468 -3.562012 0.101761 3.093541
0.000000 258.444458 325.000000 263.555542 287.111115 159.888885 121.888885 0.042768 -11.426956 0.340144 5.185639
0.000000 262.777771 335.666656 341.555542 781.666687 599.333313 372.333344 0.391002 4.775736 -0.273581 3.478305
0.000000 267.666656 424.000000 309.000000 353.333344 275.333344 194.333328 0.065559 -17.093545 0.217480 3.380580
0.000000 408.888885 646.555542 515.333313 444.666656 231.666672 148.444443 -0.086709 -2.323377 0.481735 5.310930
0.000000 402.666656 608.333313 754.333313 2351.000000 2502.000000 1405.666626 0.514178 3.632975 -0.608664 2.357023
0.000000 275.444458 343.888885 309.555542 485.000000 272.666656 181.777771 0.220085 5.609583 0.121069 6.118066
0.000000 501.333344 731.000000 504.000000 386.000000 233.333328 151.666672 -0.136204 2.989702 0.523749 8.259151
0.000000 318.333344 416.000000 321.333344 380.666656 238.333328 158.333328 0.083650 -11.931806 0.274032 3.835069
0.000000 271.666656 419.666656 340.666656 389.000000 248.666672 165.666672 0.063528 0.930252 0.265243 11.944445
0.000000 492.000000 678.333313 950.666687 2256.000000 2556.333252 1752.000000 0.407100 2.654486 -0.580600 6.257678
0.000000 533.666687 695.888916 893.333313 1384.000000 2055.444336 1373.000000 0.215580 1.506660 -0.492249 4.837087
0.000000 558.333313 763.000000 584.333313 328.333344 171.666672 115.666664 -0.280604 6.489218 0.632678 7.539655
0.000000 264.333344 371.777771 320.333344 590.777771 317.444458 196.333328 0.285269 4.702286 0.091866 7.323788
0.000000 209.000000 253.444443 233.666672 331.666656 182.666672 116.000000 0.171742 5.288107 0.161939 16.562107
0.000000 418.666656 607.333313 499.666656 394.333344 225.333328 185.000000 -0.117509 -4.297163 0.460309 4.658949
0.000000 333.333344 483.000000 546.333313 2411.666748 1470.000000 802.000000 0.630632 5.169799 -0.505353 6.488699
0.000000 252.000000 307.000000 310.000000 831.000000 450.000000 269.000000 0.456617 5.757867 -0.188904 6.152009
0.000000 649.333313 632.666687 268.000000 270.666656 191.000000 142.333328 0.004739 -0.126028 0.536266 3.710152
0.000000 215.000000 299.333344 259.000000 740.333313 364.666656 214.666672 0.473114 6.241009 -0.062027 4.670787
0.000000 278.000000 371.000000 389.000000 630.000000 326.000000 209.000000 0.236506 2.359097 0.064562 4.750731
0.000000 218.111115 262.777771 263.222229 985.111084 488.555542 248.888885 0.572024 6.923527 -0.295401 10.378686
0.000000 271.333344 383.000000 353.000000 772.666687 372.666656 203.333328 0.345648 4.109623 0.050470 7.245211
0.000000 387.666656 500.666656 264.666656 304.333344 241.333328 183.000000 0.069807 -0.471896 0.350125 8.344899
0.000000 345.000000 394.666656 289.666656 409.333344 338.666656 225.000000 0.171240 -2.592723 0.076546 8.142696
0.000000 271.000000 280.000000 147.000000 203.000000 122.000000 78.000000 0.160000 -0.653151 0.393035 7.288690
0.000000 696.111084 1116.555542 812.000000 559.222229 387.111115 267.888885 -0.191218 2.222444 0.493126 2.019651
0.000000 301.000000 331.000000 250.000000 299.000000 229.000000 154.000000 0.089253 -1.086754 0.182143 21.874008
0.000000 348.444458 441.777771 412.777771 456.333344 280.777771 198.111115 0.046120 0.833234 0.225871 10.412391
0.000000 430.000000 658.000000 617.000000 419.000000 204.000000 130.000000 -0.191120 -2.114555 0.526682 17.989195
0.000000 452.333344 750.333313 624.000000 520.333313 339.333344 218.000000 -0.101721 -1.522798 0.390440 9.386181
0.000000 412.777771 604.222229 794.777771 2087.888916 2404.666748 1480.111084 0.448855 2.994271 -0.598180 2.470226
0.000000 347.666656 458.666656 420.555542 519.555542 298.888885 194.666672 0.105631 2.044057 0.213047 3.032228
0.000000 309.000000 446.666656 483.333344 1072.333374 901.666687 594.000000 0.378919 3.106539 -0.337427 6.833109
0.000000 236.333328 283.333344 291.666656 666.000000 329.666656 217.666672 0.386934 5.085380 -0.075492 3.447281
0.000000 520.666687 847.333313 889.000000 912.333313 909.000000 680.666687 0.009890 -0.054600 -0.030381 29.487572
0.000000 535.333313 765.666687 777.000000 315.666656 149.666672 124.333336 -0.425488 -4.458730 0.676942 0.000000
0.000000 247.000000 238.333328 204.666672 258.666656 165.666672 130.666672 0.116672 -1.458815 0.179802 7.374512
0.000000 102.666664 87.333336 105.666664 144.000000 91.000000 75.333336 0.154276 -10.981571 -0.020400 3.931779
0.000000 350.000000 499.000000 320.000000 345.000000 177.000000 113.000000 0.037594 -0.747875 0.476331 2.946278
0.000000 144.333328 179.666672 248.333328 248.333328 153.333328 114.666664 0.000094 -0.103996 0.079254 12.475541
0.000000 207.666672 293.000000 286.333344 478.333344 521.000000 370.000000 0.261893 4.666372 -0.259951 5.404981
0.000000 249.666672 262.333344 228.666672 314.333344 194.333328 145.666672 0.158023 -4.375277 0.149255 3.142697
0.000000 249.000000 325.000000 276.000000 326.000000 206.000000 142.000000 0.083056 3.797584 0.224105 24.748737
0.000000 229.444443 301.444458 249.777771 515.777771 333.666656 220.888885 0.328177 44.629910 -0.026613 4.313381
0.000000 208.000000 187.000000 164.000000 198.000000 129.000000 78.000000 0.093923 -0.933729 0.183544 0.000000
0.000000 176.000000 143.000000 138.666672 183.444443 116.555557 82.000000 0.140631 -1.476702 0.101108 0.000000
0.000000 306.666656 284.666656 277.333344 383.000000 307.666656 225.666672 0.160088 -3.911275 -0.038887 11.512837
0.000000 156.222229 139.555557 134.666672 206.555557 198.222229 148.000000 0.211740 -4.758836 -0.172960 0.000000
0.000000 186.000000 208.333328 303.000000 308.333344 193.333328 119.333336 0.008658 -0.054885 0.039107 6.063457
0.000000 249.666672 230.666672 247.666672 356.666656 366.000000 260.666656 0.172375 -0.515828 -0.197552 5.748624
0.000000 146.666672 140.000000 149.000000 196.666672 113.000000 85.333336 0.137872 -3.513191 0.107564 0.832042
0.000000 141.666672 183.555557 142.000000 254.333328 142.555557 92.444443 0.282641 26.567170 0.125609 10.447466
0.000000 167.555557 167.888885 175.666672 323.222229 172.444443 119.666664 0.296044 23.898452 -0.012960 3.721237
0.000000 157.666672 178.000000 205.666672 325.444458 232.666672 142.555557 0.224589 2.784945 -0.134201 4.346529
0.000000 252.666672 243.333328 208.000000 261.666656 211.333328 135.000000 0.112323 -1.494291 0.070434 0.000000
0.000000 142.000000 106.000000 114.000000 124.000000 90.000000 87.000000 0.042017 -0.471320 0.081633 0.000000
0.000000 189.000000 225.000000 199.666672 288.666656 175.666672 126.000000 0.181362 38.608606 0.122547 12.128716
0.000000 202.333328 152.666672 147.333328 181.666672 136.333328 114.000000 0.104047 -0.805577 0.056704 0.000000
0.000000 339.333344 450.222229 349.222229 342.777771 211.666672 148.777771 -0.016345 3.088294 0.367209 6.780024
0.000000 1061.000000 1501.666626 1942.333374 2737.666748 3766.666748 3323.333252 0.169966 0.999750 -0.430046 4.135094
0.000000 507.000000 746.777771 688.333313 696.000000 508.444458 337.444458 -0.000014 -0.229244 0.198480 4.396941
0.000000 408.444458 667.444458 697.444458 1725.888916 1061.666626 671.666687 0.423525 3.150962 -0.224888 4.831599
0.000000 391.666656 548.000000 445.333344 785.333313 452.000000 272.333344 0.279466 8.953930 0.095785 4.679525
0.000000 321.000000 430.000000 348.000000 458.333344 267.333344 207.000000 0.136406 7.412473 0.233344 5.690966
0.000000 271.333344 321.333344 259.333344 356.333344 220.666672 152.333328 0.157435 7.595057 0.185695 13.437950
0.000000 542.000000 854.444458 722.333313 976.333313 593.888916 348.000000 0.142565 1.698923 0.200694 4.730140
0.000000 616.666687 874.333313 1103.000000 1888.666626 1967.666626 1312.333374 0.262942 1.718454 -0.384512 6.829538
0.000000 377.000000 467.333344 288.666656 315.666656 194.666672 157.333328 0.045673 -0.410821 0.412020 5.575338
0.000000 278.000000 357.333344 276.000000 450.000000 109.000000 75.666664 0.239666 7.358571 0.532628 9.473500
0.000000 1161.666626 1456.666626 1795.333374 2771.666748 3325.000000 2756.666748 0.217860 1.773974 -0.393735 13.011246
0.000000 253.000000 300.333344 262.333344 491.000000 225.666672 145.666672 0.303413 13.124103 0.141882 4.884579
0.000000 347.000000 442.333344 368.000000 475.333344 196.000000 151.000000 0.127265 11.746203 0.385895 0.000000
